URLLength,HostLength,TLDLength,DotCount,DashCount,AtSymbolCount,PercentSymbolCount,EqualsSymbolCount,QuestionMarkCount,DigitCount,UniqueCharCount
83,13,2,2,10,0,0,0,0,6,25
83,14,3,1,4,0,0,0,0,8,31
93,10,2,2,10,0,0,0,0,12,32
94,13,3,1,7,0,0,0,0,10,31
114,15,3,1,0,0,0,2,1,0,29
83,8,3,1,9,0,0,0,0,2,25
99,9,4,1,0,0,27,0,0,36,24
119,17,3,1,13,0,0,0,0,8,35
87,9,5,2,2,0,0,0,0,1,22
157,7,3,1,2,0,39,0,0,48,35
111,10,3,2,0,0,0,9,1,5,32
93,10,2,2,0,0,0,2,1,31,35
107,6,2,2,1,0,12,0,0,20,52
104,17,3,3,0,0,0,1,1,41,37
108,15,2,2,1,0,2,0,0,23,40
83,15,2,2,0,0,0,0,0,15,32
95,11,5,2,8,0,0,0,0,15,31
110,6,2,1,1,0,18,1,1,20,34
90,14,3,2,5,0,0,0,0,8,27
71,19,3,4,0,0,0,0,0,3,24
87,15,3,1,3,0,0,2,1,10,36
104,14,2,1,0,0,22,0,0,25,26
90,9,4,1,0,0,24,0,0,27,25
96,26,3,5,0,0,0,0,1,0,25
84,14,3,1,11,0,0,0,0,0,24
66,13,3,3,0,0,0,2,1,3,31
125,14,3,1,12,0,0,0,0,9,29
99,6,2,1,11,0,0,0,0,9,31
76,21,6,4,0,0,0,0,0,1,25
117,18,3,1,11,0,0,0,0,7,27
85,22,3,3,1,0,0,0,0,0,20
87,15,3,1,0,0,0,0,0,19,27
103,9,2,2,13,0,0,0,0,21,30
57,27,2,4,0,0,0,0,0,0,20
104,10,3,2,0,0,0,9,1,3,29
108,11,3,1,12,0,0,0,0,8,28
83,13,2,2,3,0,0,0,0,0,23
145,15,2,2,2,0,9,0,0,25,49
100,12,3,2,12,0,0,0,0,20,33
84,12,2,2,2,0,0,0,0,5,31
67,14,3,3,0,0,0,2,1,6,31
67,15,3,4,0,0,0,1,1,20,25
90,13,3,2,3,0,0,0,0,0,26
90,10,3,1,4,0,0,0,0,27,36
121,13,6,2,0,0,0,0,0,6,33
96,11,3,1,8,0,0,0,0,1,25
92,9,3,1,0,0,22,0,0,28,25
81,18,3,3,0,0,0,0,0,34,24
100,8,3,1,12,0,0,0,0,0,24
93,11,2,2,5,0,0,1,1,3,26
90,15,3,1,9,0,0,0,0,5,28
63,9,4,1,0,0,15,0,0,21,24
87,10,3,1,7,0,0,0,0,8,33
106,10,3,2,0,0,0,9,1,3,30
66,21,6,3,1,0,0,0,0,2,23
87,12,3,1,5,0,0,0,0,8,28
89,15,3,2,7,0,6,0,0,12,32
220,9,3,1,6,0,60,0,0,72,32
108,12,3,1,8,0,0,0,0,13,32
97,7,3,1,11,0,0,0,0,6,28
99,9,4,1,0,0,27,0,0,35,24
81,13,3,2,1,0,0,8,1,17,30
102,15,2,2,0,0,0,0,0,16,34
104,6,2,1,1,0,2,3,1,2,30
284,9,3,1,6,0,82,0,0,95,32
116,6,2,1,4,0,0,0,0,1,26
60,27,3,2,0,0,0,0,0,0,21
85,11,3,1,0,0,6,1,1,15,33
84,11,3,2,9,0,0,0,0,12,28
93,9,2,2,12,0,0,0,0,17,30
123,14,3,2,14,0,0,0,0,8,31
88,17,3,1,8,0,0,0,0,0,23
112,15,2,2,4,0,4,0,0,15,43
227,13,3,2,19,0,0,2,1,17,38
101,15,3,1,6,0,0,0,0,8,30
95,21,3,1,3,0,0,3,0,1,29
63,9,4,1,0,0,15,0,0,20,24
122,17,3,1,10,0,0,0,0,5,28
90,14,3,1,8,0,0,1,1,13,31
81,9,4,1,0,0,21,0,0,22,22
91,12,3,1,10,0,0,0,0,4,27
76,15,3,4,0,0,0,1,1,3,28
107,10,3,2,0,0,0,9,1,5,30
87,13,3,1,10,0,0,0,0,6,27
131,12,3,1,15,0,0,0,0,3,29
84,13,3,1,1,0,15,0,0,21,30
90,13,3,1,6,0,0,0,0,7,31
67,13,3,2,0,0,0,0,0,11,29
97,15,3,1,4,0,0,0,0,8,29
272,11,3,2,1,0,62,1,1,80,45
87,14,3,2,0,0,0,0,0,0,22
85,8,3,1,9,0,0,0,0,0,21
86,6,2,1,7,0,0,0,0,9,31
102,6,2,9,2,0,0,0,0,7,29
108,13,6,3,18,0,0,0,0,7,26
84,13,3,1,1,0,15,0,0,19,30
106,10,2,1,3,0,4,1,1,14,35
102,10,3,1,11,0,0,0,0,6,30
88,10,3,2,0,0,0,3,1,24,34
110,12,3,1,5,0,0,1,1,14,35
93,10,3,1,4,0,0,0,0,30,35
103,15,3,1,4,0,0,0,0,8,31
105,14,3,2,7,0,0,0,0,8,32
93,15,2,2,0,0,5,0,0,23,39
111,14,2,4,0,0,0,2,1,31,34
100,9,3,1,1,0,22,0,0,32,30
109,9,5,2,2,0,2,3,1,2,31
156,15,2,2,2,0,10,0,0,27,45
92,12,3,1,8,0,0,0,0,7,29
86,9,5,2,0,0,8,2,1,10,29
90,9,4,1,0,0,24,0,0,33,23
88,11,3,1,8,0,0,0,0,8,30
98,11,3,1,9,0,0,0,0,8,29
121,14,3,2,9,0,0,0,0,8,34
155,7,3,1,1,0,39,0,0,49,34
89,10,3,1,7,0,0,0,0,5,29
81,9,4,1,0,0,21,0,0,27,20
113,11,5,2,14,0,0,0,0,15,31
98,17,6,3,9,0,0,0,0,9,28
94,13,2,2,14,0,0,0,0,7,27
85,12,3,1,10,0,0,0,0,10,31
114,11,3,2,14,0,0,0,0,14,30
100,10,2,1,3,0,4,1,1,16,39
87,11,3,1,5,0,0,0,0,7,30
103,11,3,2,11,0,0,0,0,3,28
90,9,4,1,0,0,24,0,0,29,22
87,9,5,2,2,0,0,0,0,1,22
69,14,3,1,4,0,0,0,0,0,22
95,9,5,2,4,0,0,0,0,1,22
105,8,3,1,10,0,0,0,0,0,23
110,7,2,1,0,0,0,8,1,15,30
90,14,3,1,4,0,0,0,0,8,29
280,11,3,2,1,0,65,1,1,76,47
125,11,3,2,8,0,0,0,0,8,31
234,16,3,1,0,0,66,0,0,85,30
66,9,4,1,0,0,16,0,0,21,24
94,10,3,1,11,0,0,0,0,5,26
84,13,3,1,1,0,15,0,0,18,29
85,15,2,7,0,0,0,0,0,17,37
212,13,2,2,1,0,0,2,1,31,69
76,21,6,4,0,0,0,0,0,1,25
64,16,3,3,0,0,0,0,0,0,24
98,11,3,1,4,0,0,0,0,2,25
100,17,3,2,14,0,0,0,0,0,24
184,20,14,2,1,0,13,2,1,43,38
136,12,3,9,0,0,0,1,1,39,42
169,9,3,1,4,0,44,0,0,53,30
110,6,2,1,4,0,0,0,0,1,23
76,21,6,4,0,0,0,0,0,0,25
87,14,3,1,6,0,0,0,0,7,27
68,26,3,3,0,0,0,0,0,1,22
85,6,2,2,4,0,0,0,0,1,25
99,9,4,1,0,0,27,0,0,31,25
123,13,3,2,0,0,15,4,1,21,41
97,7,3,1,14,0,0,0,0,8,26
103,12,3,1,11,0,0,0,0,16,29
88,17,3,1,6,0,0,0,0,0,22
95,8,3,1,12,0,0,0,0,12,28
98,6,3,1,8,0,0,0,0,4,30
81,13,3,2,1,0,0,8,1,17,30
101,10,3,1,8,0,0,1,1,8,30
99,8,3,1,11,0,0,0,0,4,26
87,10,3,1,7,0,0,0,0,8,31
104,15,3,7,3,0,0,1,1,12,31
90,9,4,1,0,0,24,0,0,27,25
122,17,3,1,13,0,0,0,0,7,31
106,12,3,1,15,0,0,0,0,11,31
101,11,3,1,11,0,0,0,0,10,33
103,10,3,1,10,0,0,0,0,6,29
119,15,6,2,10,0,0,0,0,0,24
87,15,3,1,0,0,0,0,0,21,28
124,15,6,2,9,0,0,0,0,0,23
106,9,2,1,0,0,28,0,0,28,24
134,11,3,2,10,0,0,0,0,12,35
92,10,3,1,9,0,0,0,0,8,30
68,12,3,3,0,0,0,0,0,23,32
81,9,4,1,0,0,21,0,0,26,21
101,12,3,1,7,0,0,0,0,8,25
55,20,6,4,0,0,0,0,0,3,23
95,17,3,2,15,0,0,0,0,0,21
99,15,6,2,9,0,0,0,0,0,24
169,9,2,1,0,0,49,0,0,66,27
88,14,3,2,0,0,0,5,1,5,29
132,11,3,2,11,0,0,1,1,5,30
88,19,6,4,1,0,0,0,1,35,33
87,15,3,3,1,0,0,4,1,16,38
88,12,3,2,0,0,0,1,1,8,33
92,14,3,2,5,0,0,0,0,9,34
99,9,4,1,0,0,27,0,0,30,26
81,9,4,1,0,0,21,0,0,23,23
85,9,2,1,0,0,20,0,0,21,24
73,18,3,3,0,0,0,1,1,0,25
153,12,3,13,0,0,0,1,1,32,43
110,6,2,1,6,0,0,0,0,1,22
63,20,3,3,2,0,0,0,0,0,21
63,9,4,1,0,0,15,0,0,18,20
74,14,3,4,0,0,0,1,1,9,24
142,13,2,2,22,0,0,0,0,6,29
111,9,2,2,14,0,0,0,0,19,29
95,12,3,1,9,0,0,0,0,0,33
185,11,2,2,7,0,6,3,1,28,43
104,17,3,4,0,0,4,2,1,4,29
118,15,2,2,2,0,8,0,0,22,45
87,7,2,1,11,0,3,0,0,19,34
86,14,3,1,0,0,8,1,1,13,34
119,10,2,2,8,0,2,4,1,13,35
86,6,3,1,10,0,0,0,0,6,29
118,13,3,1,12,0,0,0,0,6,30
92,15,3,3,0,0,0,1,0,26,37
99,9,4,1,0,0,27,0,0,33,24
119,13,3,5,0,0,0,4,1,29,36
92,10,2,2,11,0,0,0,0,13,32
99,13,3,2,4,0,0,1,1,17,37
146,9,3,1,2,0,38,0,0,43,29
89,14,3,1,5,0,0,0,0,7,31
100,6,2,1,5,0,0,0,0,8,34
99,15,3,1,8,0,0,1,1,8,33
112,7,3,1,11,0,0,0,0,10,31
86,6,2,1,9,0,0,0,0,12,31
155,12,3,13,0,0,0,1,1,33,40
119,10,2,2,8,0,2,4,1,12,33
134,13,2,2,6,0,0,5,1,4,33
97,15,3,1,8,0,0,0,0,7,32
71,19,3,4,0,0,0,0,0,3,24
63,9,4,1,0,0,15,0,0,21,24
81,21,6,3,2,0,0,0,0,3,25
100,9,3,2,0,0,15,2,1,13,34
85,14,3,1,11,0,0,0,0,8,25
83,12,3,1,3,0,0,0,0,8,27
361,11,3,2,1,0,92,1,1,124,47
87,15,3,5,1,0,0,1,1,4,28
86,14,3,2,0,0,0,5,1,3,27
100,10,2,2,10,0,0,0,0,6,33
92,15,2,2,0,0,3,0,0,18,36
99,14,3,2,8,0,0,0,0,9,30
96,17,3,3,5,0,2,1,1,9,29
91,17,3,2,1,0,16,0,0,17,24
155,13,3,2,0,0,24,3,1,21,40
136,12,3,9,0,0,0,1,1,38,41
81,9,4,1,0,0,21,0,0,28,23
167,17,3,3,6,0,8,2,1,17,42
103,10,3,1,12,0,0,0,0,5,31
87,13,3,3,0,0,0,3,1,3,36
86,17,3,1,6,0,0,0,0,7,32
88,13,3,1,9,0,0,0,0,6,29
99,6,2,1,8,0,0,0,0,9,31
91,11,3,1,10,0,0,0,0,14,33
111,14,2,4,0,0,0,2,1,31,34
106,15,2,4,1,0,2,4,2,23,35
93,12,3,1,11,0,0,0,0,0,24
130,11,3,2,14,0,0,1,1,5,32
120,6,2,1,9,0,0,0,0,9,32
105,9,5,2,2,0,2,3,1,2,31
106,10,3,2,0,0,0,9,1,4,29
84,6,2,1,5,0,0,0,0,8,29
190,7,2,1,2,0,16,6,1,36,40
108,13,6,3,16,0,0,0,0,7,27
99,8,3,1,12,0,0,0,0,0,24
121,11,3,2,8,0,0,0,0,8,30
125,12,3,7,0,0,0,1,1,29,41
85,9,2,1,0,0,20,0,0,16,25
105,10,3,1,9,0,0,0,0,6,33
115,10,3,1,14,0,0,0,0,6,28
235,10,2,2,9,0,0,9,1,50,40
110,21,3,1,12,0,0,1,1,0,34
92,14,3,3,0,0,0,2,1,20,35
109,15,6,3,16,0,0,0,0,7,26
131,13,3,1,18,0,0,0,0,0,27
123,6,2,1,1,0,22,1,1,20,36
111,8,3,1,15,0,0,0,0,0,23
89,17,3,3,4,0,2,1,1,10,33
78,6,2,1,6,0,0,0,0,9,30
101,15,2,2,0,0,0,0,0,13,37
97,15,6,3,13,0,0,0,0,6,28
63,19,3,2,1,0,0,0,0,4,25
95,11,3,2,9,0,0,0,0,3,28
87,10,3,1,0,0,0,3,1,0,24
92,14,3,3,0,0,0,2,1,20,35
68,14,3,2,0,0,0,3,1,6,31
89,7,3,1,11,0,0,0,0,11,29
100,15,2,5,0,0,1,0,0,19,36
92,12,3,2,10,0,0,0,0,16,29
71,19,3,4,0,0,0,0,0,3,24
108,12,3,2,14,0,0,0,0,14,34
139,9,2,1,0,0,39,0,0,47,24
95,7,3,1,11,0,0,0,0,6,28
88,8,3,1,11,0,0,0,0,6,30
129,13,3,2,0,0,0,5,1,27,33
128,10,6,2,11,0,0,0,0,0,25
94,15,2,2,1,0,2,0,0,16,43
71,15,3,4,1,0,0,2,0,25,38
81,9,4,1,0,0,21,0,0,27,22
90,6,3,1,11,0,0,0,0,5,33
81,9,4,1,0,0,21,0,0,26,22
76,21,6,4,0,0,0,0,0,1,25
111,18,3,2,0,0,2,0,0,26,29
89,9,3,1,12,0,0,0,0,4,26
89,13,3,3,1,0,2,0,0,31,31
104,10,3,2,0,0,0,9,1,3,30
84,11,3,1,0,0,7,1,1,15,29
92,25,3,5,1,0,0,1,1,3,27
97,10,2,2,12,0,0,0,0,7,30
88,7,3,1,12,0,0,0,0,13,30
109,8,3,1,11,0,0,0,0,0,23
88,9,3,1,5,0,0,0,0,0,23
83,9,3,1,7,0,0,0,0,0,23
84,18,3,6,1,0,0,1,1,3,27
339,11,3,2,1,0,75,1,1,97,50
143,10,3,1,15,0,0,0,0,6,32
81,9,4,1,0,0,21,0,0,27,23
104,9,2,2,14,0,0,0,0,20,30
96,9,2,2,12,0,0,0,0,19,29
96,11,3,2,0,0,3,6,1,14,32
107,10,3,2,0,0,0,9,1,4,31
101,12,3,2,9,0,0,0,0,30,34
83,16,3,1,3,0,0,1,1,10,31
87,15,3,1,0,0,0,0,0,18,27
118,11,3,1,11,0,0,1,1,8,30
86,17,3,3,0,0,0,0,0,30,35
94,13,2,1,4,0,0,0,0,0,26
109,9,2,1,0,0,29,0,0,38,25
129,13,3,1,14,0,0,0,0,4,29
95,10,3,1,10,0,0,0,0,10,30
106,10,3,2,0,0,0,9,1,3,29
89,13,6,2,0,0,0,0,0,7,28
92,8,2,1,10,0,0,0,0,22,37
92,9,3,2,4,0,0,0,0,6,27
121,13,2,1,13,0,0,0,0,0,24
95,15,3,1,8,0,0,1,1,8,33
99,9,4,1,0,0,27,0,0,30,24
105,12,3,1,9,0,0,0,0,10,32
135,13,3,5,0,0,0,6,1,28,37
110,11,3,1,9,0,0,1,1,8,33
380,11,3,2,1,0,98,1,1,119,45
84,17,3,1,4,0,0,0,0,0,23
93,9,5,2,6,0,0,0,0,1,23
106,20,3,1,11,0,0,0,0,6,30
100,10,2,1,3,0,4,1,1,16,34
87,15,3,3,1,0,0,4,1,16,38
99,14,3,2,6,0,0,0,0,8,31
143,13,6,2,0,0,0,0,0,6,30
99,9,4,1,0,0,27,0,0,30,26
154,15,3,1,1,0,4,2,1,6,41
93,12,3,1,8,0,0,0,0,10,28
88,17,3,3,4,0,2,1,1,10,32
129,14,3,2,9,0,0,0,0,8,32
85,11,2,2,8,0,0,0,0,8,26
282,11,3,2,1,0,65,1,1,86,47
191,15,2,2,1,0,3,0,0,21,52
102,7,3,1,11,0,0,0,0,9,32
86,10,3,1,4,0,0,0,0,30,33
160,15,3,1,2,0,4,2,1,6,41
64,11,3,2,0,0,0,0,0,18,26
92,12,3,1,7,0,0,0,0,10,29
110,12,3,1,18,0,0,0,0,0,32
93,10,2,2,0,0,0,2,1,31,35
123,15,2,4,1,0,5,0,0,26,43
96,9,4,2,0,0,24,0,0,28,28
96,8,3,1,11,0,0,0,0,6,29
109,17,3,1,10,0,0,0,0,2,26
96,13,3,1,6,0,0,0,0,6,28
65,11,3,2,0,0,0,0,0,18,30
152,15,3,2,2,0,2,2,1,4,40
101,15,3,1,4,0,0,0,0,8,30
121,6,2,1,8,0,0,0,0,8,33
89,11,3,1,7,0,0,0,0,14,31
105,8,3,1,14,0,0,0,0,2,25
72,9,4,1,0,0,18,0,0,20,22
160,11,3,2,16,0,0,1,1,7,35
132,16,3,1,14,0,0,0,0,12,33
63,9,4,1,0,0,15,0,0,21,24
87,15,3,1,9,0,0,0,0,5,32
95,11,2,2,6,0,0,0,0,6,27
89,14,3,1,6,0,0,0,0,8,29
95,17,3,2,6,0,0,0,0,8,30
282,11,3,2,1,0,65,1,1,88,48
68,14,3,2,0,0,0,3,1,4,29
106,13,2,1,4,0,0,2,1,7,31
112,22,3,3,0,0,2,0,0,7,27
104,14,3,1,6,0,0,0,0,8,28
69,9,4,1,0,0,16,0,0,22,22
95,15,2,2,0,0,0,0,0,10,32
71,15,3,2,1,0,3,0,0,10,30
85,12,2,1,1,0,20,0,0,22,26
83,14,3,2,1,0,0,1,1,5,32
130,16,6,3,1,0,0,4,1,7,41
101,15,2,2,1,0,2,0,0,21,38
94,10,2,1,2,0,4,1,1,14,34
140,7,3,2,0,0,0,3,1,12,40
89,8,3,1,9,0,0,0,0,0,24
116,15,6,2,8,0,0,0,0,0,21
97,14,3,2,6,0,0,0,0,8,29
91,11,3,1,11,0,0,0,0,8,31
101,18,3,7,2,0,0,2,1,6,30
86,14,3,1,6,0,0,0,0,6,28
90,9,4,1,0,0,24,0,0,25,23
126,15,6,3,1,0,0,5,1,26,36
98,6,3,1,11,0,0,0,0,6,33
90,13,3,2,0,0,6,4,1,13,39
125,14,3,1,10,0,0,0,0,8,30
97,17,3,3,4,0,2,1,1,10,34
137,15,6,5,2,0,1,0,0,25,38
87,15,3,1,0,0,0,0,0,19,28
83,16,3,1,9,0,0,0,0,7,30
83,7,3,1,7,0,0,0,0,8,28
102,9,3,1,12,0,0,0,0,5,30
111,14,2,4,0,0,0,2,1,31,34
92,14,3,3,0,0,0,2,1,20,35
81,9,4,1,0,0,21,0,0,27,23
103,6,2,1,5,0,0,0,0,8,31
92,13,2,1,8,0,0,0,0,0,24
189,7,2,1,2,0,16,6,1,34,40
111,18,3,2,0,0,2,0,0,26,27
91,12,3,1,6,0,0,0,0,16,30
87,10,3,1,9,0,0,0,0,8,26
86,11,2,2,13,0,0,0,0,6,28
87,14,3,1,8,0,0,0,0,8,28
84,17,3,2,6,0,0,0,0,8,29
86,6,3,1,13,0,0,0,0,6,30
99,10,3,1,6,0,0,0,0,32,35
211,13,2,2,3,0,0,2,1,39,68
67,12,3,2,7,0,0,0,0,16,28
86,12,2,2,8,0,0,0,0,0,23
86,15,3,1,9,0,0,0,0,5,29
99,11,3,2,6,0,0,0,0,4,28
68,15,3,3,0,0,0,2,1,7,31
102,12,3,1,13,0,0,0,0,10,26
71,19,3,5,0,0,0,0,0,3,25
107,13,3,1,8,0,0,0,0,47,34
64,14,2,5,1,0,0,1,1,4,26
87,6,2,1,5,0,0,0,0,8,31
123,7,3,1,14,0,0,0,0,6,29
118,17,3,1,12,0,0,0,0,0,25
87,15,3,1,9,0,0,0,0,5,28
123,10,3,1,11,1,0,1,1,5,31
84,8,3,1,10,0,0,0,0,0,25
110,16,3,3,0,0,0,7,1,6,39
106,15,2,10,1,0,2,0,0,22,38
98,22,3,5,0,0,0,2,1,9,40
131,9,3,1,1,0,30,0,0,37,29
104,13,2,2,14,0,0,0,0,6,27
101,6,2,1,9,0,0,0,0,9,32
138,15,6,3,2,0,0,5,1,42,37
91,10,3,1,9,0,0,0,0,10,28
88,10,6,2,6,0,0,0,0,0,23
69,9,4,2,0,0,15,0,0,22,26
97,12,3,2,11,0,0,0,0,18,32
140,14,3,2,13,0,0,0,0,17,34
243,9,3,1,8,0,68,0,0,77,32
97,14,3,2,5,0,0,0,0,8,31
108,11,3,2,8,0,0,1,1,5,33
130,6,2,1,2,0,32,1,1,33,32
113,13,3,1,13,0,0,0,0,6,29
136,12,3,9,0,0,0,1,1,20,38
125,6,2,2,1,0,18,0,0,25,51
93,14,3,2,6,0,0,0,0,8,31
105,15,6,3,14,0,0,0,0,14,31
142,9,2,1,0,0,40,0,0,44,27
105,18,3,1,11,0,0,0,0,7,30
89,17,3,2,13,0,0,0,0,2,25
93,14,3,1,5,0,0,0,0,8,30
99,11,3,4,0,0,5,2,1,6,38
91,12,3,2,7,0,0,0,0,4,28
94,7,3,1,10,0,0,0,0,6,29
95,13,3,2,4,0,0,0,0,0,25
95,9,5,2,4,0,0,0,0,1,21
94,22,3,3,0,0,2,0,0,4,24
100,9,3,2,0,0,15,2,1,17,34
87,15,3,1,0,0,0,0,0,19,29
111,10,3,2,0,0,0,9,1,4,30
72,9,4,1,0,0,18,0,0,24,26
99,13,3,2,1,0,0,3,1,1,26
96,19,2,3,0,0,2,1,1,19,33
102,6,2,1,8,0,0,0,0,12,34
100,6,2,1,2,0,0,0,0,1,21
68,15,3,3,0,0,0,2,1,7,31
84,6,3,1,9,0,0,0,0,4,37
330,10,3,1,0,0,0,0,0,39,60
72,21,6,3,1,0,0,0,0,2,24
254,11,3,2,1,0,56,1,1,79,46
139,11,5,2,17,0,0,0,0,15,32
102,15,2,2,5,0,2,0,0,19,41
90,9,4,1,0,0,24,0,0,32,22
81,9,4,1,0,0,21,0,0,28,25
164,9,2,1,0,0,47,0,0,69,26
93,13,3,9,5,0,0,0,0,8,26
121,12,3,1,15,0,0,0,0,10,28
231,10,3,1,39,0,0,0,0,7,32
84,15,3,1,10,0,0,0,0,0,25
72,21,6,4,0,0,0,0,0,0,25
170,16,6,4,3,0,0,5,1,9,42
112,10,3,2,0,0,0,9,1,5,30
104,15,2,2,1,0,0,0,0,17,40
87,15,3,1,0,0,0,0,0,19,28
110,16,3,3,0,0,0,7,1,6,38
309,9,3,1,6,0,90,0,0,108,30
109,11,3,1,14,0,0,0,0,8,30
99,12,3,1,8,0,0,0,0,10,30
192,7,3,1,2,0,51,0,0,62,35
99,17,3,3,6,0,2,1,1,10,29
79,15,3,3,0,0,0,1,0,26,36
213,14,3,1,1,0,59,0,0,57,31
130,13,3,1,12,0,0,1,1,10,32
90,14,3,1,9,0,0,0,0,11,29
102,11,5,2,14,0,0,0,0,15,31
83,13,2,1,0,0,16,0,0,12,26
106,26,3,2,4,0,0,1,1,8,45
100,17,3,1,8,0,0,0,0,8,28
134,12,3,8,0,0,0,1,1,39,40
94,15,3,1,5,0,0,0,0,8,29
81,9,4,1,0,0,21,0,0,28,22
91,12,3,1,5,0,0,0,0,9,28
104,9,2,2,15,0,0,0,0,20,30
105,7,2,1,0,0,0,8,1,15,31
118,14,3,2,1,0,24,0,0,23,34
167,12,3,18,0,0,0,1,1,40,45
231,11,3,1,25,0,0,0,0,28,36
87,13,2,2,13,0,0,0,0,7,29
94,11,3,2,6,0,5,1,1,5,33
104,13,2,2,15,0,0,0,0,6,28
91,6,2,2,5,0,0,0,0,1,22
107,6,2,1,1,0,18,1,1,13,35
94,15,6,2,3,0,0,0,0,0,19
107,14,3,2,9,0,0,0,0,8,32
67,13,3,2,0,0,0,0,0,11,27
84,10,2,2,10,0,0,0,0,5,28
88,14,3,2,6,0,0,0,0,10,29
129,13,3,2,0,0,0,5,1,27,34
107,10,2,2,8,0,2,4,1,8,31
140,12,3,10,0,0,0,1,1,40,43
72,9,4,1,0,0,18,0,0,24,26
76,13,2,2,0,0,0,4,1,2,30
84,13,2,2,11,0,0,0,0,6,25
110,10,3,2,7,0,0,1,1,8,31
87,7,2,1,11,0,3,0,0,19,34
89,13,3,1,7,0,0,0,0,6,30
90,9,2,2,11,0,0,0,0,18,29
72,21,6,4,1,0,0,0,0,22,28
84,12,3,2,0,0,0,0,0,7,29
90,11,3,2,6,0,0,4,1,6,35
83,15,2,1,0,0,0,0,0,14,37
90,15,2,2,0,0,0,2,1,7,36
153,19,6,4,13,0,0,0,0,8,28
97,9,3,1,10,0,0,1,1,0,26
76,13,2,2,0,0,0,4,1,2,30
85,13,3,1,3,0,0,0,0,8,27
87,15,3,1,0,0,0,0,0,21,29
149,6,2,1,8,0,0,0,0,8,33
107,12,3,1,9,0,0,0,0,10,32
168,13,3,1,2,0,36,0,0,47,36
83,10,3,1,6,1,0,1,1,10,31
121,17,3,1,12,0,0,0,0,4,30
91,8,2,1,13,0,0,0,0,17,39
87,10,2,2,9,0,0,0,0,5,30
95,10,3,1,4,0,0,1,1,18,35
76,15,3,2,0,0,0,0,0,2,23
90,10,3,1,10,0,0,0,0,6,29
85,9,3,2,0,0,0,5,1,17,30
174,7,3,1,2,0,45,0,0,58,33
95,6,3,1,9,0,0,0,0,4,32
110,17,3,1,9,0,0,0,0,8,29
85,11,5,2,8,0,0,0,0,17,30
94,11,2,2,14,0,0,0,0,6,27
95,15,3,1,4,0,0,0,0,8,29
86,13,4,1,13,0,0,0,0,4,27
121,13,2,1,12,0,0,0,0,1,26
99,9,4,1,0,0,27,0,0,26,22
89,12,2,2,9,0,0,0,0,0,23
115,14,3,2,10,0,0,0,0,8,27
83,8,3,1,9,0,0,0,0,6,28
99,9,4,1,0,0,27,0,0,28,23
65,14,3,1,5,0,0,0,0,5,26
88,7,3,1,10,0,0,0,0,5,24
123,15,6,3,1,0,0,5,1,28,41
66,11,3,2,0,0,0,4,1,2,26
95,11,3,1,8,0,0,0,0,5,27
97,9,2,1,0,0,0,0,0,7,30
227,10,2,1,4,0,64,0,0,35,30
101,10,2,2,8,0,0,0,0,31,32
101,12,3,2,14,0,0,0,0,18,32
103,13,3,2,5,0,0,1,1,17,35
66,15,3,2,0,0,0,3,1,6,29
71,23,3,5,2,0,0,0,0,3,22
91,16,3,1,9,0,0,0,0,7,26
92,6,2,1,3,0,20,0,0,18,29
90,9,4,1,0,0,24,0,0,30,22
105,15,3,1,13,0,0,0,0,5,31
92,9,2,2,11,0,0,0,0,19,29
232,11,3,2,1,0,44,1,1,56,47
93,9,4,1,0,0,25,0,0,32,27
142,14,3,3,11,0,0,0,0,8,31
106,10,3,1,5,1,0,1,1,8,35
98,18,3,1,8,0,0,0,0,11,29
92,12,2,2,10,0,0,0,0,2,26
128,14,3,2,11,0,0,0,0,8,29
129,13,3,2,0,0,0,5,1,27,33
102,17,3,3,4,0,2,1,1,11,32
91,16,2,3,2,0,2,1,1,19,37
102,9,5,2,2,0,2,3,1,2,33
264,13,3,3,0,0,11,4,1,46,46
63,6,2,1,5,0,0,0,0,9,31
90,8,3,1,10,0,0,0,0,6,29
108,10,3,2,0,0,0,9,1,4,30
81,9,4,1,0,0,21,0,0,27,25
139,10,3,1,13,0,0,0,0,12,33
228,9,3,1,7,0,62,0,0,76,32
87,18,4,2,1,0,0,4,1,3,28
87,15,3,1,0,0,0,0,0,20,28
86,10,3,2,0,0,0,3,1,23,35
91,15,6,2,13,0,0,0,0,0,22
140,13,3,5,0,0,0,6,1,28,35
72,14,3,4,2,0,0,1,1,9,27
73,15,3,4,2,0,0,1,1,14,29
83,17,3,2,6,0,0,0,0,8,29
123,15,6,3,1,0,0,5,1,28,43
86,6,3,1,11,0,0,0,0,6,30
104,13,3,1,14,0,0,0,0,6,30
101,14,3,1,7,0,0,0,0,6,25
106,8,3,1,11,0,0,0,0,0,24
106,10,2,2,6,0,2,5,1,10,34
93,13,3,1,8,0,0,0,0,6,29
89,14,3,3,0,0,0,3,1,6,30
87,15,3,1,0,0,0,0,0,22,29
96,8,3,1,11,0,0,0,0,0,25
362,11,3,2,1,0,92,1,1,129,50
70,18,2,2,1,0,0,0,0,16,31
67,14,3,3,0,0,0,2,1,6,31
69,18,3,3,4,0,0,0,0,6,26
94,9,3,1,1,0,20,0,0,28,30
100,15,3,2,15,0,0,0,0,3,23
90,15,3,1,7,0,0,0,0,7,30
275,13,6,2,0,0,80,0,0,87,31
