URLLength,HostLength,TLDLength,DotCount,DashCount,@Count,%Count,=Count,?Count,DigitCount,UniqueCharCount,URLType
69,16,3,3,0,0,0,0,0,20,30,1
120,15,3,2,2,0,20,0,0,26,35,0
145,12,3,13,0,0,0,1,1,33,44,0
96,7,2,1,15,0,0,0,0,3,29,0
128,11,3,2,11,0,0,1,1,5,33,0
84,14,3,1,9,0,0,0,0,10,29,0
90,9,4,1,0,0,24,0,0,31,23,1
178,15,2,3,1,0,6,0,0,15,46,0
99,7,3,1,10,0,0,0,0,13,31,0
99,13,3,2,1,0,0,3,1,1,25,0
81,9,4,1,0,0,21,0,0,26,23,1
110,9,2,2,14,0,0,0,0,19,32,0
81,9,4,1,0,0,21,0,0,25,24,1
85,9,3,1,5,0,0,2,1,17,34,0
88,10,3,2,0,0,0,1,1,0,33,0
112,11,3,2,8,0,0,0,0,11,32,0
84,8,3,1,7,0,0,0,0,0,26,0
74,14,3,4,0,0,0,1,1,9,24,1
232,10,2,1,7,0,64,0,0,30,29,0
198,15,3,2,2,0,7,2,1,10,40,0
86,13,6,3,11,0,0,0,0,11,31,0
214,10,2,1,7,0,60,0,0,28,29,0
99,7,3,1,12,0,0,0,0,12,31,0
164,12,3,2,22,0,0,0,0,10,32,0
145,15,3,1,0,0,2,2,1,6,37,0
162,14,3,1,1,0,44,0,0,44,31,1
86,11,3,1,8,0,0,0,0,14,32,0
89,14,3,1,5,0,0,0,0,7,31,0
83,10,3,1,8,0,0,0,0,11,30,0
117,12,3,1,8,0,2,2,1,2,39,0
99,12,3,1,6,0,0,0,0,8,28,0
109,11,5,2,12,0,0,0,0,15,31,0
88,17,3,2,6,0,0,0,0,8,29,0
111,12,2,1,0,0,29,0,0,30,28,0
88,11,3,1,7,0,0,0,0,0,23,0
171,16,6,3,3,0,0,4,1,5,40,0
87,16,3,1,10,0,0,0,0,7,28,0
109,10,2,2,11,0,0,0,0,13,33,0
106,17,3,4,0,0,0,1,1,35,40,1
81,9,4,1,0,0,21,0,0,26,25,1
123,15,2,4,0,0,5,0,0,22,35,0
97,14,3,7,3,0,0,1,1,13,32,1
89,14,3,2,0,0,0,5,1,6,30,1
96,9,5,2,1,0,2,3,1,2,31,0
114,13,3,1,10,0,0,0,0,0,24,0
146,6,2,1,10,0,0,0,0,1,21,0
154,15,2,3,1,0,3,0,0,12,42,0
110,17,3,3,0,0,0,0,0,30,33,1
97,13,3,1,10,0,0,0,0,10,29,0
86,12,3,1,10,0,0,0,0,10,32,0
135,13,3,5,0,0,0,6,1,28,36,0
87,15,3,1,0,0,0,0,0,20,26,0
97,14,3,1,9,0,0,0,0,8,31,0
87,15,3,3,1,0,0,4,1,16,39,1
72,9,4,1,0,0,18,0,0,20,22,1
86,13,2,2,11,0,0,0,0,10,28,0
109,11,3,4,4,0,5,2,1,8,39,0
124,14,3,2,7,0,0,0,0,8,30,0
95,10,3,1,6,0,0,0,0,4,30,0
99,7,3,1,8,0,0,0,0,11,27,0
125,14,3,1,13,0,0,0,0,15,30,0
163,9,2,1,0,0,47,0,0,63,26,0
152,12,3,12,0,0,0,1,1,34,40,0
120,13,3,2,9,0,0,1,1,17,37,0
87,15,3,1,0,0,0,0,0,23,29,0
86,11,3,1,0,0,7,1,1,17,29,0
90,9,4,1,0,0,24,0,0,31,24,1
92,17,3,2,6,0,0,0,0,8,31,0
106,9,2,1,0,0,27,0,0,27,27,0
93,13,6,2,0,0,0,0,0,6,25,0
88,15,3,2,12,0,0,0,0,3,25,0
108,11,3,1,14,0,0,0,0,10,31,0
129,13,2,1,8,0,0,3,1,8,31,0
81,9,4,1,0,0,21,0,0,26,20,1
109,16,3,1,12,0,0,0,0,7,32,0
63,9,4,1,0,0,15,0,0,19,24,1
87,15,3,1,0,0,0,0,0,25,30,0
93,13,2,2,15,0,0,0,0,10,29,0
136,12,3,11,0,0,0,1,1,28,40,0
71,19,3,4,0,0,0,0,0,3,24,1
106,9,2,2,14,0,0,0,0,19,30,0
63,9,4,1,0,0,15,0,0,21,24,1
200,14,3,3,0,0,0,0,0,89,41,1
87,15,3,1,1,0,0,2,1,0,28,0
90,9,4,1,0,0,24,0,0,32,23,1
129,13,3,2,0,0,0,5,1,27,34,0
87,15,3,1,0,0,0,0,0,21,27,0
165,11,2,2,6,0,6,3,1,28,43,0
72,9,4,1,0,0,18,0,0,24,26,1
107,7,3,1,14,0,0,0,0,6,28,0
99,12,3,1,6,0,0,0,0,10,29,0
107,17,3,1,10,0,0,0,0,9,31,0
98,10,2,2,10,0,0,0,0,9,34,0
91,16,2,3,2,0,2,1,1,19,36,0
101,12,3,1,10,0,0,0,0,20,34,0
121,15,3,1,0,0,2,2,1,2,34,0
103,11,3,2,11,0,0,0,0,5,29,0
97,8,3,1,11,0,0,0,0,2,28,0
102,15,2,5,0,0,3,0,0,16,36,0
106,12,6,3,4,0,0,0,0,2,27,0
86,15,3,2,0,0,0,6,1,10,30,1
67,19,3,3,0,0,0,2,1,0,29,1
99,6,2,1,1,0,2,3,1,2,31,0
83,14,3,1,5,0,0,0,0,7,29,0
88,21,3,1,8,0,0,1,1,4,33,0
97,15,3,1,1,0,0,2,1,0,27,0
125,9,5,2,8,0,0,0,0,1,22,0
111,10,6,3,7,0,0,0,0,3,30,0
89,14,3,2,0,0,0,5,1,4,32,1
81,9,4,1,0,0,21,0,0,28,25,1
186,6,2,1,0,0,32,4,1,34,38,0
112,14,6,2,9,0,0,0,0,9,28,0
126,12,3,8,0,0,0,1,1,26,39,0
107,11,5,2,13,0,0,0,0,21,33,0
134,12,3,8,0,0,0,1,1,39,40,0
81,9,4,1,0,0,21,0,0,27,23,1
85,15,3,2,0,0,0,6,1,9,29,1
87,15,3,1,0,0,0,0,0,20,29,0
68,14,3,2,0,0,0,3,1,4,29,1
122,14,3,6,2,0,0,0,0,30,39,1
69,30,3,3,0,0,0,0,0,0,25,1
98,12,3,2,0,0,0,0,0,0,27,0
86,15,3,2,0,0,0,6,1,10,30,1
105,9,2,2,13,0,0,0,0,19,30,0
87,15,3,1,0,0,0,0,0,20,28,0
94,14,3,1,7,0,0,1,1,15,35,0
88,14,3,1,0,0,7,1,1,17,35,0
190,13,3,2,0,0,33,4,1,32,42,0
88,11,3,1,11,0,0,0,0,10,34,0
92,15,3,3,0,0,0,1,0,26,37,1
96,7,2,1,0,0,4,4,1,7,27,0
114,15,3,1,1,0,0,2,1,0,32,0
67,14,3,3,0,0,0,0,1,33,27,1
228,11,3,2,1,0,47,1,1,60,46,0
90,9,4,1,0,0,24,0,0,26,23,1
97,14,3,2,6,0,0,0,0,8,27,0
151,9,3,1,3,0,36,0,0,44,32,0
89,13,6,2,0,0,0,0,0,7,28,0
72,21,6,4,0,0,0,0,0,0,25,1
236,11,3,2,1,0,50,1,1,63,47,0
90,9,4,1,0,0,24,0,0,29,26,1
90,9,4,1,0,0,24,0,0,25,23,1
76,21,6,4,0,0,0,0,0,0,25,1
115,19,3,3,0,0,0,1,0,12,53,1
93,12,3,1,10,0,0,0,0,10,30,0
103,13,3,2,0,0,9,4,1,12,40,0
93,12,3,2,9,0,0,0,0,12,31,0
120,9,5,2,2,0,2,4,1,3,33,0
63,9,4,1,0,0,15,0,0,21,22,1
153,9,3,1,4,0,38,0,0,50,31,0
99,13,2,2,14,0,0,0,0,6,27,0
100,11,3,1,5,0,0,0,0,0,24,0
106,10,3,1,11,0,0,0,0,6,31,0
105,15,3,1,0,0,1,2,1,1,31,0
93,6,2,2,8,0,0,1,1,9,36,0
91,8,3,1,10,0,0,0,0,6,30,0
99,9,4,1,0,0,27,0,0,31,24,1
152,12,3,11,0,0,0,1,1,35,42,0
114,11,3,2,14,0,0,0,0,14,30,0
63,9,4,1,0,0,15,0,0,18,21,1
87,14,3,1,7,0,0,0,0,0,25,1
69,16,3,3,1,0,0,0,0,26,28,1
92,15,3,3,0,0,0,1,0,26,37,1
86,13,4,1,13,0,0,0,0,4,27,0
368,9,3,1,11,0,108,0,0,129,34,0
147,12,3,11,0,0,0,1,1,33,40,0
140,13,3,1,1,0,39,0,0,49,33,0
99,9,3,1,1,0,22,0,0,28,27,0
73,18,3,3,0,0,0,1,1,0,25,1
235,16,3,1,1,0,66,0,0,100,31,0
96,9,4,2,0,0,24,0,0,28,28,1
98,10,3,1,11,0,0,0,0,6,29,0
110,16,3,3,0,0,0,7,1,6,38,1
83,8,3,1,13,0,0,0,0,3,23,0
81,9,4,1,0,0,21,0,0,27,25,1
94,15,6,2,5,0,0,0,0,1,22,0
63,9,4,1,0,0,15,0,0,21,24,1
113,9,2,3,0,0,2,3,2,16,49,0
105,14,3,1,11,0,0,0,0,10,29,0
104,17,3,1,11,0,0,0,0,8,30,0
109,15,2,3,0,0,2,0,0,18,40,0
121,15,3,1,13,0,0,0,0,10,32,0
107,13,3,1,8,0,0,0,0,39,34,0
63,9,4,1,0,0,15,0,0,15,21,1
110,6,2,1,4,0,0,0,0,1,23,0
112,11,3,1,10,0,0,0,0,0,24,0
99,9,4,1,0,0,27,0,0,32,25,1
130,14,3,2,13,0,0,0,0,8,31,0
72,9,4,1,0,0,18,0,0,24,26,1
107,17,3,1,8,0,0,0,0,8,27,0
185,13,3,3,0,0,0,19,1,25,36,1
65,23,3,2,1,0,0,0,0,0,23,1
88,6,2,2,1,0,8,2,1,8,30,0
81,9,4,1,0,0,21,0,0,25,24,1
125,15,3,2,1,0,22,0,0,27,35,0
168,9,3,1,4,0,44,0,0,51,33,0
99,9,4,1,0,0,27,0,0,32,23,1
125,13,3,1,14,0,0,0,0,0,24,0
133,17,3,1,17,0,0,0,0,0,27,0
94,10,3,1,11,0,0,0,0,6,29,0
99,15,6,2,9,0,0,0,0,0,23,0
94,6,2,1,2,0,0,0,0,1,24,0
104,17,3,3,6,0,2,1,1,10,34,0
114,11,5,2,13,0,0,0,0,21,32,0
86,11,3,2,5,0,0,0,0,15,27,0
107,14,3,1,10,0,0,0,0,8,31,0
83,10,3,2,1,0,0,1,1,9,34,0
134,13,2,1,10,0,0,3,1,10,33,0
170,13,3,3,0,0,0,19,1,25,36,1
91,8,3,1,9,0,0,0,0,7,27,0
146,7,3,1,1,0,36,0,0,45,34,0
272,8,2,1,0,0,68,0,0,98,37,0
95,11,5,2,9,0,0,0,0,19,32,0
89,13,6,2,0,0,0,0,0,7,27,0
80,14,3,3,0,0,0,1,1,20,35,1
81,9,4,1,0,0,21,0,0,22,22,1
138,13,6,2,0,0,0,0,0,6,29,0
97,12,3,1,10,0,0,0,0,10,28,0
118,10,2,2,8,0,2,4,1,12,34,0
123,13,3,1,14,0,0,0,0,0,25,0
114,13,3,1,12,0,0,0,0,1,26,0
67,14,3,3,0,0,0,2,1,6,31,1
98,14,6,2,6,0,0,0,0,12,29,0
90,15,3,1,9,0,0,0,0,0,24,0
95,12,3,1,8,0,0,0,0,13,28,0
181,15,3,6,8,0,0,2,1,37,36,1
79,15,3,3,1,0,0,3,1,4,31,1
85,12,3,2,0,0,0,4,1,8,30,0
84,13,3,2,6,0,0,0,0,0,22,0
142,9,2,1,0,0,39,0,0,41,29,0
89,15,3,2,13,0,0,0,0,3,25,0
83,15,2,1,0,0,0,0,0,14,37,0
89,13,6,2,0,0,0,0,0,7,29,0
67,14,3,3,0,0,0,0,1,33,27,1
99,9,2,2,13,0,0,0,0,19,32,0
85,12,3,1,4,0,0,0,0,8,29,0
119,13,3,5,0,0,0,4,1,29,35,0
130,6,2,1,2,0,32,1,1,33,32,0
89,15,3,1,1,0,0,2,1,0,27,0
69,14,3,1,4,0,0,0,0,0,22,1
106,14,3,1,12,0,0,0,0,8,27,0
68,19,3,2,1,0,0,0,0,4,28,1
193,9,2,1,0,0,57,0,0,74,26,0
94,11,3,1,6,0,0,0,0,0,26,0
90,9,4,1,0,0,24,0,0,31,23,1
93,17,3,1,8,0,0,0,0,8,32,0
126,12,3,8,0,0,0,1,1,35,39,0
87,15,3,1,0,0,0,0,0,22,28,0
89,10,3,2,8,0,0,0,0,4,25,0
71,14,3,1,4,0,0,0,0,4,26,1
105,12,2,1,0,0,27,0,0,24,25,0
103,7,2,1,0,0,0,8,1,15,29,0
95,15,6,2,8,0,0,0,0,0,23,0
224,11,3,5,4,0,35,2,1,61,46,0
94,8,2,1,14,0,0,0,0,21,39,0
88,6,2,1,5,0,0,0,0,8,32,0
74,30,3,2,4,0,0,0,0,0,22,1
94,12,3,1,12,0,0,0,0,9,30,0
184,20,14,2,1,0,13,2,1,43,38,1
87,13,3,1,6,0,0,0,0,0,22,0
112,15,6,3,15,0,0,0,0,7,29,0
120,16,3,5,5,0,0,1,1,3,31,1
85,17,3,1,7,0,0,0,0,0,23,0
103,15,3,2,1,0,0,5,0,9,38,1
186,11,2,3,9,0,7,3,1,30,41,0
85,12,3,1,8,0,0,0,0,0,31,0
99,9,4,1,0,0,27,0,0,29,25,1
86,12,3,2,0,0,0,0,0,7,33,0
98,15,2,2,1,0,0,0,0,15,41,0
106,11,3,1,10,0,0,0,0,0,23,0
85,10,3,2,0,0,0,3,1,24,35,0
81,9,4,1,0,0,21,0,0,26,24,1
75,17,3,4,0,0,0,0,0,42,26,1
92,14,3,3,0,0,0,2,1,20,35,1
67,14,3,3,0,0,0,2,1,6,31,1
72,9,4,1,0,0,18,0,0,25,24,1
66,9,4,1,0,0,16,0,0,21,24,1
228,10,2,1,6,0,64,0,0,32,29,0
87,15,3,1,0,0,0,0,0,18,27,0
101,12,3,1,5,0,0,0,0,30,31,0
97,10,2,2,2,0,0,0,0,18,43,0
89,14,3,2,1,0,2,6,1,6,35,0
118,7,3,1,15,0,0,0,0,6,27,0
69,14,3,1,4,0,0,0,0,0,22,1
119,10,2,2,8,0,2,5,1,10,34,0
94,9,2,2,13,0,0,0,0,17,31,0
67,11,2,3,0,0,0,0,0,23,31,1
106,18,3,1,10,0,0,0,0,7,32,0
127,10,3,1,11,0,0,0,0,36,39,0
104,13,3,1,9,0,0,1,1,6,30,0
107,15,3,1,2,0,0,2,1,1,30,0
91,9,3,1,6,0,0,1,1,0,24,0
91,13,2,3,0,0,0,3,1,12,33,0
87,12,3,2,0,0,0,0,0,0,23,0
189,7,2,1,2,0,16,6,1,34,37,0
188,10,3,1,29,0,0,0,0,8,33,0
96,14,3,1,11,0,0,0,0,9,29,0
118,15,3,1,13,0,0,0,0,6,33,0
99,9,4,1,0,0,27,0,0,34,22,1
72,9,4,1,0,0,18,0,0,24,24,1
97,12,3,2,11,0,0,0,0,0,26,0
86,15,3,2,0,0,0,6,1,10,30,1
101,15,6,2,7,0,0,0,0,0,24,0
101,10,3,1,10,0,0,1,1,10,33,0
105,14,3,2,9,0,0,0,0,8,30,0
280,11,3,2,1,0,65,1,1,79,46,0
89,6,2,1,5,0,0,0,0,9,30,0
174,7,3,1,2,0,45,0,0,58,35,0
235,10,2,1,5,0,64,0,0,29,28,0
85,7,3,1,8,0,0,0,0,6,26,0
105,13,3,1,11,0,0,0,0,6,29,0
91,9,3,1,1,0,0,1,1,6,47,0
135,12,3,9,0,0,0,1,1,27,43,0
98,15,6,3,15,0,0,0,0,6,25,0
84,6,2,2,4,0,0,0,0,1,23,0
95,13,3,2,1,0,6,3,1,8,28,0
123,15,6,3,1,0,0,5,1,28,42,0
89,15,2,1,0,0,8,1,1,14,30,0
84,11,5,2,7,0,0,0,0,17,31,0
95,10,3,1,9,0,0,0,0,4,28,0
99,9,4,1,0,0,27,0,0,35,21,1
67,13,3,2,0,0,0,0,0,11,26,1
108,10,3,2,6,0,0,0,0,5,35,0
102,7,3,1,12,0,0,0,0,8,28,0
114,17,3,1,11,0,0,0,0,8,31,0
72,14,3,4,2,0,0,1,1,9,27,1
84,8,2,1,9,0,0,0,0,24,40,0
108,10,3,2,0,0,0,9,1,4,29,0
88,14,3,2,0,0,0,5,1,5,29,1
91,15,3,1,12,0,0,0,0,0,25,0
123,15,6,3,1,0,0,5,1,28,44,0
81,9,4,1,0,0,21,0,0,25,24,1
154,12,3,11,0,0,0,1,1,22,42,0
113,15,6,3,17,0,0,0,0,6,27,0
114,13,3,1,12,0,0,0,0,0,24,0
134,19,6,4,12,0,0,0,0,8,25,0
119,11,3,2,10,0,0,4,1,1,36,0
121,13,2,1,14,0,0,0,0,0,24,0
101,15,6,2,6,0,0,0,0,0,20,0
106,9,2,1,0,0,27,0,0,23,27,0
88,6,3,1,13,0,0,0,0,8,31,0
140,15,3,1,17,0,0,0,0,8,31,0
91,12,3,2,12,0,0,0,0,15,34,0
141,14,6,2,10,0,0,1,1,5,32,0
92,10,3,1,4,0,0,0,0,4,28,0
118,7,3,1,14,0,0,0,0,11,32,0
157,17,3,4,1,0,12,1,1,28,38,0
97,14,3,7,3,0,0,1,1,13,32,1
91,14,3,3,0,0,0,3,1,16,34,1
99,17,3,3,5,0,2,1,1,10,34,0
63,9,4,1,0,0,15,0,0,21,24,1
103,14,2,1,0,0,22,0,0,30,26,0
89,11,5,2,8,0,0,0,0,17,32,0
60,27,3,2,0,0,0,0,0,0,21,1
93,15,3,1,7,0,0,0,0,8,29,0
106,9,2,2,14,0,0,0,0,19,27,0
171,16,6,4,3,0,0,5,1,11,40,0
83,12,2,2,11,0,0,0,0,4,24,0
106,17,3,2,16,0,0,0,0,0,23,0
224,11,3,5,4,0,35,2,1,61,46,0
122,13,2,2,17,0,0,0,0,6,28,0
125,10,6,3,3,0,0,0,0,0,31,0
86,12,3,1,7,0,0,0,0,7,29,0
114,14,3,1,11,0,0,0,0,8,29,0
191,15,3,2,1,0,2,2,1,4,39,0
183,12,3,19,0,0,0,1,1,32,43,0
87,15,3,3,1,0,0,4,1,16,39,1
134,11,3,2,10,0,0,1,1,5,33,0
93,10,2,2,0,0,0,2,1,31,35,0
102,8,2,1,12,0,0,0,0,21,40,0
102,13,3,1,11,0,0,0,0,8,32,0
89,10,3,1,6,0,0,0,0,32,36,0
134,12,3,9,0,0,0,1,1,28,43,0
91,14,3,1,9,0,0,0,0,12,30,0
92,12,3,1,5,0,0,0,0,8,29,0
110,10,3,2,0,0,0,9,1,3,29,0
136,15,6,2,7,0,0,0,0,1,23,0
68,14,3,2,0,0,0,3,1,6,31,1
66,13,3,3,0,0,0,2,1,3,31,1
123,10,2,2,8,0,2,5,1,14,34,0
111,9,3,1,9,0,0,2,2,5,29,0
99,9,4,1,0,0,27,0,0,31,23,1
98,6,2,2,5,0,0,0,0,1,24,0
173,9,3,1,4,0,42,0,0,48,31,0
81,23,3,2,6,0,0,0,0,0,23,1
174,7,3,1,2,0,45,0,0,62,34,0
110,9,5,2,2,0,2,3,1,2,31,0
90,9,4,1,0,0,24,0,0,26,23,1
93,10,3,1,9,0,0,0,0,6,30,0
86,13,3,1,8,0,0,0,0,13,33,0
107,14,3,1,9,0,0,0,0,8,30,0
96,8,3,1,11,0,0,0,0,6,27,0
109,10,2,2,7,0,2,4,1,13,37,0
147,12,3,11,0,0,0,1,1,28,41,0
88,6,2,1,4,0,0,0,0,8,28,0
87,15,3,3,0,0,0,1,0,26,40,1
121,15,2,2,2,0,2,0,0,21,45,0
107,11,2,1,2,0,27,0,0,35,29,0
119,11,3,2,11,0,0,0,0,9,30,0
90,13,6,2,0,0,0,0,0,7,26,0
97,14,3,1,9,0,0,0,0,8,27,0
150,13,2,1,12,0,0,3,1,11,34,0
87,15,3,1,0,0,0,0,0,22,29,0
64,14,3,4,0,0,0,1,1,11,25,1
54,27,3,2,0,0,0,0,0,0,18,1
137,7,3,6,2,0,10,2,1,10,30,0
85,13,3,1,7,0,0,0,0,10,28,0
88,6,3,1,8,0,0,0,0,4,29,0
106,12,2,2,2,0,0,0,0,5,36,0
76,21,6,4,0,0,0,0,0,0,25,1
107,10,3,2,0,0,0,9,1,4,32,0
94,13,2,2,14,0,0,0,0,6,27,0
87,15,3,1,0,0,0,0,0,22,28,0
67,14,3,3,0,0,0,2,1,6,30,1
79,6,2,1,5,0,0,0,0,9,32,1
103,14,3,1,11,0,0,0,0,7,31,0
184,15,3,6,9,0,0,2,1,36,36,1
92,8,2,1,13,0,0,0,0,18,39,0
72,14,3,4,2,0,0,1,1,9,27,1
97,13,3,1,9,0,0,0,0,8,28,0
128,13,3,1,1,0,33,0,0,44,30,0
187,11,3,2,1,0,45,1,1,50,38,0
85,10,3,1,9,0,0,0,0,11,29,0
96,11,5,2,11,0,0,0,0,15,29,0
163,11,2,2,5,0,6,3,1,28,40,0
67,14,3,3,0,0,0,2,1,6,30,1
83,12,6,3,3,0,0,0,0,0,25,0
108,10,3,2,0,0,0,9,1,4,29,0
201,7,3,1,2,0,54,0,0,64,35,0
171,13,3,3,0,0,0,19,1,26,35,1
156,7,3,1,2,0,39,0,0,52,35,0
135,13,3,5,0,0,0,6,1,28,36,0
114,10,2,2,8,0,2,4,1,9,32,0
98,6,2,1,2,0,0,0,0,1,23,0
110,14,3,1,8,0,0,0,0,13,28,0
72,9,4,1,0,0,18,0,0,23,22,1
89,13,6,2,0,0,0,0,0,7,29,0
91,9,3,1,6,0,2,2,1,20,38,0
102,11,3,2,4,0,6,1,1,13,35,0
102,7,2,1,0,0,0,8,1,15,28,0
118,12,3,6,0,0,0,1,1,27,36,0
67,18,3,3,1,0,0,0,0,3,27,1
91,12,3,1,3,0,0,0,0,28,31,0
128,14,3,1,16,0,0,1,1,13,34,0
83,13,3,2,0,0,0,4,1,11,33,1
137,7,3,1,1,0,33,0,0,45,35,0
84,10,6,3,0,0,0,0,0,0,30,0
126,15,3,1,10,0,0,1,1,8,32,0
101,12,3,1,12,0,0,0,0,1,25,0
99,9,4,1,0,0,27,0,0,31,24,1
117,11,3,2,11,0,0,0,0,5,30,0
90,9,2,2,11,0,0,0,0,18,29,0
159,14,3,1,1,0,29,0,0,34,39,1
90,13,3,2,1,0,6,2,1,7,28,0
341,9,3,1,10,0,98,0,0,117,32,0
106,15,6,3,16,0,0,0,0,10,32,0
117,13,3,2,0,0,15,4,1,15,41,0
100,9,2,2,12,0,0,0,0,19,26,0
70,15,3,8,2,0,0,1,1,12,30,1
93,10,2,2,0,0,0,2,1,31,35,0
95,10,3,1,6,0,0,0,0,33,36,0
98,8,3,1,12,0,0,0,0,2,27,0
90,10,3,1,8,0,0,0,0,8,29,0
99,13,3,1,7,0,0,1,1,6,31,0
772,12,3,12,0,0,46,2,1,454,30,0
88,7,3,1,12,0,0,0,0,6,29,0
86,11,3,1,0,0,7,1,1,17,28,0
142,9,2,5,0,0,0,5,2,21,49,0
102,11,3,2,8,0,0,0,0,8,33,0
92,11,3,1,11,0,0,0,0,10,35,0
67,12,3,2,7,0,0,0,0,16,27,1
113,9,5,2,8,0,0,0,0,1,26,0
102,12,3,1,9,0,0,0,0,20,31,0
72,14,3,4,2,0,0,1,1,9,27,1
95,14,3,1,7,0,0,0,0,7,31,0
118,17,3,1,12,0,0,0,0,0,25,0
94,11,3,1,7,0,0,0,0,0,24,0
111,7,3,1,16,0,0,0,0,10,30,0
146,13,2,2,24,0,0,0,0,8,28,0
185,12,3,15,0,0,0,1,1,33,42,0
124,14,3,1,11,0,0,0,0,8,31,0
96,13,3,1,12,0,0,0,0,6,29,0
68,19,3,2,1,0,0,0,0,4,28,1
88,15,3,1,5,0,0,2,1,10,37,0
217,13,3,1,4,0,52,0,0,61,36,0
129,13,3,2,0,0,0,5,1,27,34,0
117,12,3,5,0,0,0,1,1,23,39,0
91,12,3,1,7,0,0,0,0,10,29,0
111,10,3,2,0,0,0,9,1,5,32,0
63,9,4,1,0,0,15,0,0,18,21,1
136,11,5,2,18,0,0,0,0,15,34,0
137,13,2,1,10,0,0,3,1,7,34,0
116,15,6,2,7,0,0,0,0,0,23,0
117,14,3,2,10,0,0,0,0,8,31,0
83,15,3,1,7,0,0,0,0,5,31,0
83,10,3,1,8,0,0,0,0,10,31,0
92,6,2,1,2,0,0,0,0,1,23,0
84,9,4,1,0,0,22,0,0,27,23,1
94,12,3,1,5,0,0,0,0,8,28,0
147,14,3,1,6,0,24,0,0,40,39,0
90,9,4,1,0,0,24,0,0,29,26,1
227,10,2,1,6,0,62,0,0,29,30,0
90,9,4,1,0,0,24,0,0,33,23,1
221,10,2,1,8,0,62,0,0,36,28,0
130,12,3,9,0,0,0,1,1,34,42,0
116,14,3,1,16,0,0,0,0,8,27,0
143,13,6,2,0,0,0,0,0,6,29,0
90,10,3,1,2,0,0,0,0,39,33,0
104,15,2,3,1,0,2,0,0,9,36,0
84,15,3,1,4,0,0,0,0,8,27,0
136,13,3,2,0,0,21,4,1,24,39,0
88,8,3,1,8,0,0,0,0,2,27,0
101,13,3,1,0,0,0,3,1,0,27,0
174,7,3,1,2,0,45,0,0,50,34,0
87,15,3,1,0,0,0,0,0,17,27,0
88,17,3,2,14,0,0,0,0,0,21,0
280,11,3,2,1,0,65,1,1,89,45,0
98,15,6,3,15,0,0,0,0,10,27,0
90,9,4,1,0,0,24,0,0,30,26,1
164,7,3,1,1,0,42,0,0,53,34,0
133,14,3,2,11,0,0,0,0,8,30,0
106,15,2,2,0,0,5,0,0,23,38,0
71,14,3,2,2,0,9,0,0,13,31,1
115,10,2,2,9,0,0,0,0,11,32,0
121,15,3,1,11,0,0,0,0,8,30,0
85,17,3,2,12,0,0,0,0,0,24,0
72,21,6,4,0,0,0,0,0,0,26,1
93,11,5,2,9,0,0,0,0,15,28,0
94,7,3,1,10,0,0,0,0,8,26,0
95,17,3,1,8,0,0,0,0,7,30,0
86,6,3,1,10,0,0,0,0,4,33,0
107,7,2,1,0,0,20,0,0,19,31,0
102,8,3,1,17,0,0,0,0,0,25,0
73,14,3,2,0,0,0,3,1,6,31,1
90,6,3,1,7,0,0,0,0,0,24,0
100,14,3,1,10,0,0,0,0,8,29,0
83,7,2,1,7,0,0,0,0,8,29,0
119,21,3,1,10,0,0,1,1,0,32,0
93,14,3,2,6,0,0,0,0,8,28,0
99,9,4,1,0,0,27,0,0,31,24,1
103,13,3,1,10,0,0,1,1,7,29,0
118,13,3,1,13,0,0,0,0,6,33,0
80,11,3,1,8,0,0,0,0,0,27,1
325,9,3,1,11,0,94,0,0,108,32,0
90,9,4,1,0,0,24,0,0,29,24,1
84,10,2,2,6,0,0,0,0,1,31,0
106,14,3,2,8,0,0,0,0,8,34,0
99,9,4,1,0,0,27,0,0,33,22,1
153,12,3,12,0,0,0,1,1,26,40,0
141,9,3,1,3,0,32,0,0,40,30,0
85,6,2,1,4,0,0,0,0,8,32,0
84,9,4,1,0,0,22,0,0,27,26,1
89,10,3,1,5,0,0,1,1,12,32,0
84,12,3,1,6,0,0,0,0,0,24,0
89,6,3,1,9,0,0,0,0,4,31,0
125,15,2,4,1,0,5,0,0,26,43,0
89,14,3,2,0,0,0,5,1,5,31,1
76,13,2,2,0,0,0,4,1,2,30,1
117,9,2,2,16,0,0,0,0,18,30,0
138,15,6,3,2,0,0,5,1,42,37,0
118,15,2,2,1,0,4,0,0,19,42,0
93,9,4,1,0,0,25,0,0,33,24,1
97,15,6,2,4,0,0,0,0,0,21,0
99,6,3,1,6,0,0,0,0,4,30,0
98,10,2,1,3,0,4,1,1,16,39,0
92,8,3,1,11,0,0,0,0,0,22,0
87,17,3,2,6,0,0,0,0,8,26,0
88,10,3,1,10,0,0,0,0,10,26,0
63,9,4,1,0,0,15,0,0,21,24,1
67,23,3,2,4,0,0,0,0,0,25,1
83,10,3,1,8,0,0,0,0,8,30,0
74,14,3,4,0,0,0,1,1,9,24,1
81,9,4,1,0,0,21,0,0,28,22,1
97,17,3,2,14,0,0,0,0,5,25,0
87,6,2,1,10,0,0,0,0,16,30,1
123,13,3,2,0,0,15,4,1,21,40,0
102,7,3,1,11,0,0,0,0,6,30,0
113,7,3,1,13,0,0,0,0,6,30,0
89,13,3,1,10,0,0,1,1,2,26,0
90,15,3,3,5,0,0,3,1,26,35,1
